song_id,sent_num,line_str,artist
1007,10,Im like a performer the dance floor is my stage,britneyspears
1007,11,Better be ready hope that you feel the same,britneyspears
1007,13,All eyes on me in the center of the ring,britneyspears
1007,14,Just like a circus,britneyspears
1007,15,When I crack that whip everybody gon trip,britneyspears
1007,17,Dont stand there watchin me follow me,britneyspears
1007,18,Show me what you can do,britneyspears
1007,19,Everybody let go we can make a dance floor,britneyspears
1007,22,Theres only two types of guys out there,britneyspears
1007,23,Ones that can hang with me and ones that are scared,britneyspears
1007,24,So baby I hope that you came prepared,britneyspears
1007,25,I run a tight ship so beware,britneyspears
1007,26,Im like the ringleader I call the shots I call the shots,britneyspears
1007,43,Lets go,britneyspears
1007,44,Let me see what you can do,britneyspears
1007,45,Im runnin this Likelikelikelike a circus,britneyspears
1007,46,Yeah like a what Likelikelikelike a circus,britneyspears
1008,0,Dont try to explain your mind I know whats happening here,jordinsparks
1008,1,One minute its love and suddenly its like a battlefield,jordinsparks
1008,2,One word turns into war,jordinsparks
1008,3,Why is it the smallest things that tear us down,jordinsparks
1008,4,My worlds nothing when youre gone,jordinsparks
1008,5,Im out here without a shield,jordinsparks
1008,6,Cant go back now,jordinsparks
1008,8,Both hands tied behind my back for nothing,jordinsparks
1008,9,Oh no these times when we climb so fast to fall again,jordinsparks
1008,10,Why we gotta fall for it now,jordinsparks
1008,12,I never meant to start a war,jordinsparks
1008,13,You know I never wanna hurt you,jordinsparks
1008,14,Dont even know what were fighting for,jordinsparks
1008,15,Why does love always feel like a battlefield Ohohoh,jordinsparks
1008,16,A battlefield Ohohoh,jordinsparks
1008,21,Why does love always feel like,jordinsparks
1008,23,Cant swallow our pride neither of us wanna raise that flag mmm,jordinsparks
1008,24,If we cant surrender then we both gonna lose what we had oh no,jordinsparks
1008,26,Both hands tied behind my back for nothing Nothing,jordinsparks
1008,28,I dont wanna fall for it now,jordinsparks
1008,40,I guess you better go and get your armor Get your armor,jordinsparks
1008,41,Get your armor Get your armor,jordinsparks
1008,44,I guess you better go and get your,jordinsparks
1008,46,We could pretend that we are friends tonight Oh,jordinsparks
1008,47,And in the morning wed wake up and wed be alright,jordinsparks
1008,48,Cause baby we dont have to fight,jordinsparks
1008,49,And I dont want this love to feel like,jordinsparks
1008,51,A battlefield Oh,jordinsparks
1008,54,Why does love always feel like a battlefield Oh,jordinsparks
1008,57,Guess you better go and get your armor,jordinsparks
1008,59,I never meant to start a war Start a war,jordinsparks
1008,62,Fighting what are we fighting for,jordinsparks
1008,70,I guess you better go and get your armor Get your armor Yeah,jordinsparks
1008,76,Whoaohoh ohohoh,jordinsparks
1008,77,Whoaohoh ohohohoh,jordinsparks
1008,79,Whoaohoh ohohoh A battlefield,jordinsparks
1008,80,A battlefield,jordinsparks
1008,92,Hey,jordinsparks
1009,0,Well you done done me and you bet I felt it,jasonmraz
1009,1,I tried to be chill but youre so hot that I melted,jasonmraz
1009,2,I fell right through the cracks,jasonmraz
1009,3,And now Im trying to get back,jasonmraz
1009,4,Before the cool done run out,jasonmraz
1009,5,Ill be giving it my bestest,jasonmraz
1009,6,And nothings gonna stop me but divine intervention,jasonmraz
1009,7,I reckon its again my turn,jasonmraz
1009,8,To win some or learn some,jasonmraz
1009,10,But I wont hesitate no more,jasonmraz
1009,11,No more it cannot wait Im yours,jasonmraz
1009,12,Hmm Hey hey,jasonmraz
1009,14,Well open up your mind and see like me,jasonmraz
1009,15,Open up your plans and damn youre free,jasonmraz
1009,16,And look into your heart and youll find love love love love,jasonmraz
1009,17,Listen to the music of the moment people dance and sing,jasonmraz
1009,18,Were just one big family,jasonmraz
1009,19,And its our Godforsaken right to be loved love love love loved,jasonmraz
1009,21,So I wont hesitate no more,jasonmraz
1009,22,No more it cannot wait Im sure,jasonmraz
1009,24,Theres no need to complicate,jasonmraz
1009,25,Our time is short,jasonmraz
1009,26,This is our fate Im yours,jasonmraz
1009,27,Ado you do do do you but do you do you do do but do you want to come on,jasonmraz
1009,28,Scooch on over closer dear,jasonmraz
1009,29,And I will nibble your ear,jasonmraz
1009,30,Asoo da ba ba ba ba bum,jasonmraz
1009,31,Whoa oh oh oh,jasonmraz
1009,32,Whoa oh oh oh oh whoa whoa whoa,jasonmraz
1009,33,Uhhuh hmm,jasonmraz
1009,35,Ive been spending way too long checking my tongue in the mirror,jasonmraz
1009,36,And bending over backwards just to try to see it clearer,jasonmraz
1009,37,But my breath fogged up the glass,jasonmraz
1009,38,And so I drew a new face and I laughed,jasonmraz
1009,39,I guess what Ive been saying is there aint no better reason,jasonmraz
1009,40,To rid yourself of vanities and just go with the seasons,jasonmraz
1009,41,Its what we aim to do,jasonmraz
1009,42,Our name is our virtue,jasonmraz
1009,47,Well open up your mind and see like me I wont hesitate,jasonmraz
1009,48,Open up your plans and damn youre free No more no more,jasonmraz
1009,49,And look into your heart and youll find that It cannot wait,jasonmraz
1009,50,The sky is yours Im sure theres no,jasonmraz
1009,51,So please dont please dont please dont No need oh now now,jasonmraz
1009,52,Theres no need to complicate For the reggae our time,jasonmraz
1009,53,Cause our time is short Is short this,jasonmraz
1009,54,This oh this oh this is our fate Is our fate,jasonmraz
1009,55,Im yours ha,jasonmraz
1009,57,Brr da ba mmm da ba bo mmm day,jasonmraz
1009,58,Na ch doo doo ch doo doo ch doo doo mmm doo doo,jasonmraz
1009,59,Hey hey Oh Im yours ohoh Im yours,jasonmraz
1009,60,Ohohohoh whoaohohoh,jasonmraz
1009,61,Baby do you believe Im yours,jasonmraz
1009,62,You best believe you best believe Im yours hmm,jasonmraz
1010,0,Remember all the things we wanted,kellyclarkson
1010,1,Now all our memories theyre haunted,kellyclarkson
1010,2,We were always meant to say goodbye,kellyclarkson
1010,3,Even with our fists held high,kellyclarkson
1010,4,It never wouldve worked out right yeah,kellyclarkson
1010,5,We were never meant for do or die,kellyclarkson
1010,7,I didnt want us to burn out,kellyclarkson
1010,8,I didnt come here to hurt you now I cant stop,kellyclarkson
1010,10,I want you to know that it doesnt matter,kellyclarkson
1010,11,Where we take this road,kellyclarkson
1010,12,Someones gotta go,kellyclarkson
1010,13,And I want you to know you couldnt have loved me better,kellyclarkson
1010,14,But I want you to move on,kellyclarkson
1010,15,So Im already gone,kellyclarkson
1010,17,Looking at you makes it harder,kellyclarkson
1010,18,But I know that youll find another,kellyclarkson
1010,19,That doesnt always make you wanna cry,kellyclarkson
1010,20,It started with a perfect kiss then,kellyclarkson
1010,21,We could feel the poison set in,kellyclarkson
1010,22,Perfect couldnt keep this love alive,kellyclarkson
1010,24,You know that I love you so I,kellyclarkson
1010,25,Love you enough to let you go,kellyclarkson
1010,34,Im already gone already gone,kellyclarkson
1010,35,You cant make it feel right when you know that its wrong,kellyclarkson
1010,37,Theres no moving on so Im already gone,kellyclarkson
1010,39,Ahh already gone already gone already gone Ooh oh,kellyclarkson
1010,40,Ahh already gone already gone already gone yeah,kellyclarkson
1010,56,Theres no moving on,kellyclarkson
1011,0,You would not believe your eyes if ten million fireflies,owlcity
1011,1,Lit up the world as I fell asleep,owlcity
1011,2,Cause theyd fill the open air and leave teardrops everywhere,owlcity
1011,3,Youd think me rude but I would just stand and stare,owlcity
1011,5,Id like to make myself believe,owlcity
1011,6,That planet Earth turns slowly,owlcity
1011,7,Its hard to say that Id rather stay awake when Im asleep,owlcity
1011,8,Cause everything is never as it seems,owlcity
1011,10,Cause Id get a thousand hugs from ten thousand lightning bugs,owlcity
1011,11,As they tried to teach me how to dance,owlcity
1011,12,A foxtrot above my head a sock hop beneath my bed,owlcity
1011,13,A disco ball is just hanging by a thread,owlcity
1011,18,Cause everything is never as it seems When I fall asleep,owlcity
1011,20,Leave my door open just a crack,owlcity
1011,21,Please take me away from here,owlcity
1011,22,Cause I feel like such an insomniac,owlcity
1011,24,Why do I tire of counting sheep,owlcity
1011,26,When Im far too tired to fall asleep,owlcity
1011,27,To ten million fireflies Im weird cause I hate goodbyes,owlcity
1011,28,I got misty eyes as they said farewell They said farewell,owlcity
1011,29,But Ill know where several are if my dreams get real bizarre,owlcity
1011,30,Cause I saved a few and I keep them in a jar Jar jar jar,owlcity
1011,45,Because my dreams are bursting at the seams,owlcity
1012,0,Lets have some fun this beat is sick,ladygaga
1012,1,I wanna take a ride on your disco stick,ladygaga
1012,5,Hey,ladygaga
1012,8,I wanna kiss you,ladygaga
1012,9,But if I do then I might miss you babe,ladygaga
1012,10,Its complicated and stupid,ladygaga
1012,11,Got my ass squeezed by sexy Cupid,ladygaga
1012,12,Guess he wants to play wants to play,ladygaga
1012,13,A lovegame a lovegame,ladygaga
1012,15,Hold me and love me,ladygaga
1012,16,Just wanna touch you for a minute,ladygaga
1012,17,Maybe three seconds is enough for my heart to quit it,ladygaga
1012,20,Dont think too much just bust that kick,ladygaga
1012,22,Lets play a lovegame play a lovegame,ladygaga
1012,23,Do you want love or you want fame,ladygaga
1012,24,Are you in the game,ladygaga
1012,25,Dans the lovegame,ladygaga
1012,31,Im on a mission,ladygaga
1012,32,And it involves some heavy touching yeah,ladygaga
1012,33,Youve indicated your interest,ladygaga
1012,34,Im educated in sex yes,ladygaga
1012,35,And now I want it bad want it bad,ladygaga
1012,54,I can see you staring there from across the block,ladygaga
1012,55,With a smile on your mouth and your hand on your huh,ladygaga
1012,56,The story of us it always starts the same,ladygaga
1012,57,With a boy and a girl and a huh and a game,ladygaga
1012,58,And a game huh,ladygaga
1012,61,A lovegame,ladygaga
1013,0,Mum mum mum mah,ladygaga
1013,6,I wanna hold em like they do in Texas please Woo,ladygaga
1013,7,Fold em let em hit me raise it baby stay with me I love it,ladygaga
1013,8,LoveGame intuition play the cards with spades to start,ladygaga
1013,9,And after hes been hooked Ill play the one thats on his heart,ladygaga
1013,11,Oh woahoh oh oh,ladygaga
1013,12,Ohohohohohoh,ladygaga
1013,13,Ill get him hot show him what Ive got,ladygaga
1013,18,Cant read my cant read my,ladygaga
1013,19,No he cant read my poker face,ladygaga
1013,20,Shes got me like nobody,ladygaga
1013,25,Ppppoker face fffuck her face,ladygaga
1013,30,I wanna roll with him a hard pair we will be Woo,ladygaga
1013,31,A little gamblin is fun when youre with me I love it woo,ladygaga
1013,32,Russian roulette is not the same without a gun,ladygaga
1013,33,And baby when its love if its not rough it isnt fun fun,ladygaga
1013,56,I wont tell you that I love you,ladygaga
1013,57,Kiss or hug you,ladygaga
1013,58,Cause Im bluffin with my muffin,ladygaga
1013,59,Im not lyin Im just stunnin with my lovegluegunnin,ladygaga
1013,60,Just like a chick in the casino,ladygaga
1013,61,Take your bank before I pay you out,ladygaga
1013,62,I promise this promise this,ladygaga
1013,63,Check this hand cause Im marvelous,ladygaga
1014,0,La la la la lala la la,britneyspears
1014,5,Oh baby baby have you seen Amy tonight,britneyspears
1014,6,Is she in the bathroom is she smoking up outside Oh,britneyspears
1014,7,Oh baby baby does she take a piece of lime for the drink that Imma buy her,britneyspears
1014,8,Do you know just what she likes Oh,britneyspears
1014,10,Ohoh,britneyspears
1014,11,Tell me have you seen her Cause Im so oh,britneyspears
1014,12,I cant get her off of my brain,britneyspears
1014,13,I just wanna go to the party she gon go,britneyspears
1014,14,Can somebody take me home,britneyspears
1014,15,Hahahehehahaho,britneyspears
1014,17,Love me hate me,britneyspears
1014,18,Say what you want about me,britneyspears
1014,19,But all of the boys and all of the girls are begging to if you seek Amy,britneyspears
1014,21,But cant you see what I see,britneyspears
1014,22,All of the boys and all of the girls are begging to if you seek Amy,britneyspears
1014,28,Amy told me that shes gonna meet me up,britneyspears
1014,29,I dont know where or when and now theyre closing up the club Oh,britneyspears
1014,30,Ive seen her once or twice before she knows my face,britneyspears
1014,31,But its hard to see with all the people standing in the way Oh,britneyspears
1014,47,Love me hate me Oh say what you want about me,britneyspears
1014,48,Oh but cant you see what I see,britneyspears
1014,50,Bout me bout me,britneyspears
1014,52,So tell me if you see her,britneyspears
1014,53,Let me know what she was wearing and what she was like,britneyspears
1014,54,Cause Ive been waiting here forever,britneyspears
1014,55,Let me know where she was going I dont mind,britneyspears
1014,56,Oh baby baby if you seek Amy tonight Oh,britneyspears
1014,57,Oh baby baby well do whatever you like,britneyspears
1014,58,Oh baby baby baby,britneyspears
1014,73,Say what you want about me Yeah yeah,britneyspears
1014,81,All of the boys and all of the girls,britneyspears
1014,82,Are begging to if you seek Amy,britneyspears
1015,0,I go Oohooh you go Ah ah,theveronicas
1015,1,Lalalala alalala,theveronicas
1015,2,I cant lie lie lie lie lie lie,theveronicas
1015,3,I wanna wanna wanna get get get what I want,theveronicas
1015,4,Dont stop,theveronicas
1015,5,Gimme gimme gimme what you got got,theveronicas
1015,6,Cause I cant wait wait wait anymore more more more,theveronicas
1015,7,Dont even talk about the consequence,theveronicas
1015,8,Cause right now youre the only thing thats making any sense to me,theveronicas
1015,9,And I dont give a damn what they say what they think think,theveronicas
1015,10,Cause youre the only one whos on my mind,theveronicas
1015,11,Ill never ever let you leave me,theveronicas
1015,12,Ill try to stop time forever never wanna hear you say goodbye Goodbye,theveronicas
1015,14,I feel so untouched,theveronicas
1015,15,And I want you so much,theveronicas
1015,16,That I just cant resist you,theveronicas
1015,17,Its not enough to say that I miss you,theveronicas
1015,18,I feel so untouched right now,theveronicas
1015,19,Need you so much,theveronicas
1015,20,Somehow I cant forget you,theveronicas
1015,21,Been going crazy from the moment I met you,theveronicas
1015,23,Untouched un,theveronicas
1015,24,And I need you so much,theveronicas
1015,26,See you breathe you I want to be you,theveronicas
1015,27,Alalala alalala,theveronicas
1015,28,You can take take take take take time time,theveronicas
1015,29,To live live the way you gotta gotta live your life,theveronicas
1015,30,Gimme gimme gimme all of you you,theveronicas
1015,31,Dont be scared,theveronicas
1015,32,Ill see you through the loneliness of wanting more more more,theveronicas
1015,33,Dont even think about whats right or wrong or wrong or right,theveronicas
1015,34,Cause in the end its only you and me,theveronicas
1015,35,And no one else is gonna be around,theveronicas
1015,36,To answer all the questions left behind,theveronicas
1015,37,And you and I are meant to be,theveronicas
1015,38,So even if the world falls down today,theveronicas
1015,39,Youve still got me to hold you up up,theveronicas
1015,40,And I will never let you down Down,theveronicas
1015,51,Untouched un untouched,theveronicas
1016,0,I dont know but I think I may be fallin for you,colbiecaillat
1016,1,Dropping so quickly,colbiecaillat
1016,2,Maybe I should keep this to myself,colbiecaillat
1016,3,Wait until I know you better,colbiecaillat
1016,5,I am trying not to tell you,colbiecaillat
1016,6,But I want to,colbiecaillat
1016,7,Im scared of what youll say,colbiecaillat
1016,8,And so Im hiding what Im feeling,colbiecaillat
1016,9,But Im tired of holding this inside my head,colbiecaillat
1016,11,Ive been spending all my time,colbiecaillat
1016,12,Just thinking bout you,colbiecaillat
1016,13,I dont know what to do,colbiecaillat
1016,14,I think Im fallin for you,colbiecaillat
1016,15,Ive been waiting all my life,colbiecaillat
1016,16,And now I found you,colbiecaillat
1016,19,Im fallin for you,colbiecaillat
1016,21,As Im standing here,colbiecaillat
1016,22,And you hold my hand,colbiecaillat
1016,23,Pull me towards you,colbiecaillat
1016,24,And we start to dance,colbiecaillat
1016,25,All around us,colbiecaillat
1016,26,I see nobody,colbiecaillat
1016,27,Here in silence,colbiecaillat
1016,28,Its just you and me,colbiecaillat
1016,30,Im trying not to tell you,colbiecaillat
1016,46,Oh I just cant take it,colbiecaillat
1016,47,My heart is racing,colbiecaillat
1016,48,The emotions keep spinning out,colbiecaillat
1016,61,I cant stop thinking bout it,colbiecaillat
1016,62,I want you all around me,colbiecaillat
1016,63,And now I just cant hide it,colbiecaillat
1016,70,Oh oh no no,colbiecaillat
1016,71,Oh oh Im fallin for you,colbiecaillat
1017,0,Were driving slow through the snow on Fifth Avenue,thepussycatdolls
1017,1,And right now radios all that we can hear,thepussycatdolls
1017,2,Now we aint talked since we left its so overdue,thepussycatdolls
1017,3,Its cold outside but between us its worse in here,thepussycatdolls
1017,5,The world slows down,thepussycatdolls
1017,6,But my heart beats fast right now,thepussycatdolls
1017,7,I know this is the part,thepussycatdolls
1017,8,Where the end starts,thepussycatdolls
1017,10,I cant take it any longer,thepussycatdolls
1017,11,Thought that we were stronger,thepussycatdolls
1017,12,All we do is linger,thepussycatdolls
1017,13,Slipping through our fingers,thepussycatdolls
1017,14,I dont wanna try now,thepussycatdolls
1017,15,All thats lefts goodbye,thepussycatdolls
1017,16,To find a way that I can tell you,thepussycatdolls
1017,18,I hate this part right here,thepussycatdolls
1017,20,I just cant take your tears,thepussycatdolls
1017,22,Every day seven takes of the same old scene,thepussycatdolls
1017,23,Seems were bound by the laws of the same routine,thepussycatdolls
1017,24,Gotta talk to you now before we go to sleep,thepussycatdolls
1017,25,But will we sleep once I tell you whats hurting me,thepussycatdolls
1017,29,I know I know this is This is the part,thepussycatdolls
1017,44,I know youll ask me to hold on,thepussycatdolls
1017,45,And carry on like nothings wrong,thepussycatdolls
1017,46,But there is no more time for lies,thepussycatdolls
1017,47,Cause I see sunset in your eyes,thepussycatdolls
1017,49,I cant take it any longer Cant take this,thepussycatdolls
1017,52,Slipping through our fingers Its slipping through our fingers,thepussycatdolls
1017,54,All thats lefts goodbye Goodbye now,thepussycatdolls
1017,57,That I gotta do it,thepussycatdolls
1017,58,I gotta do it,thepussycatdolls
1017,60,I hate this part,thepussycatdolls
1017,65,Oh I hate this part right here,thepussycatdolls
1017,67,I just cant take these tears,thepussycatdolls
1018,0,Da da da da,p!nk
1018,2,Da da da da da,p!nk
1018,4,I dont know if I can yell any louder,p!nk
1018,5,How many times have I kicked you out of here,p!nk
1018,6,Or said something insulting,p!nk
1018,8,I can be so mean when I wanna be,p!nk
1018,9,I am capable of really anything,p!nk
1018,10,I can cut you into pieces,p!nk
1018,11,When my heart is broken,p!nk
1018,14,Please dont leave me,p!nk
1018,16,I always say how I dont need you,p!nk
1018,17,But its always gonna come right back to this,p!nk
1018,20,How did I become so obnoxious,p!nk
1018,21,What is it with you that makes me act like this,p!nk
1018,22,Ive never been this nasty,p!nk
1018,23,Cant you tell that this is all just a contest,p!nk
1018,24,The one that wins will be the one that hits the hardest,p!nk
1018,25,But baby I dont mean it,p!nk
1018,26,I mean it I promise,p!nk
1018,29,Please dont leave me Oh,p!nk
1018,30,Please dont leave me Dont leave me,p!nk
1018,35,I forgot to say out loud,p!nk
1018,36,How beautiful you really are to me,p!nk
1018,37,I cant be without,p!nk
1018,38,Youre my perfect little punching bag,p!nk
1018,39,And I need you,p!nk
1018,40,Im sorry,p!nk
1018,45,Please please dont leave me,p!nk
1018,46,Baby please dont leave me No dont leave me,p!nk
